dt;type_prod;categorie;type_denom;type_ig;id_app;app;id_denom;denom;insee;nomcom;insee2011;nomcom2011;id_aire;crinao;grp_name1;grp_name2
"Dijon";"Vins";"Vin tranquille";"dénomination géographique complémentaire";"AOC";126;"Aloxe-Corton";245;"Aloxe-Corton premier cru La Coutière";"21606";"1B242 03, 1R242 03";"LADOIX-SERRIGNY";"21606";"LADOIX-SERRIGNY";190;"Bourgogne, Beaujolais, Savoie, Jura";"Bourgogne et Beaujolais"
"Dijon";"Vins";"Vin tranquille";"dénomination géographique complémentaire";"AOC";126;"Aloxe-Corton";246;"Aloxe-Corton premier cru La Maréchaude";"21606";"1B242 04, 1R242 04";"LADOIX-SERRIGNY";"21606";"LADOIX-SERRIGNY";191;"Bourgogne, Beaujolais, Savoie, Jura";"Bourgogne et Beaujolais"
"Dijon";"Vins";"Vin tranquille";"dénomination géographique complémentaire";"AOC";126;"Aloxe-Corton";247;"Aloxe-Corton premier cru La Toppe au Vert";"21606";"1B242 05, 1R242 05";"LADOIX-SERRIGNY";"21606";"LADOIX-SERRIGNY";192;"Bourgogne, Beaujolais, Savoie, Jura";"Bourgogne et Beaujolais"
"Dijon";"Vins";"Vin tranquille";"dénomination géographique complémentaire";"AOC";126;"Aloxe-Corton";248;"Aloxe-Corton premier cru Les Chaillots blanc";"21010";"1B242 06, 1R242 06";"ALOXE-CORTON";"21010";"ALOXE-CORTON";193;"Bourgogne, Beaujolais, Savoie, Jura";"Bourgogne et Beaujolais"
"Dijon";"Vins";"Vin tranquille";"dénomination géographique complémentaire";"AOC";126;"Aloxe-Corton";249;"Aloxe-Corton premier cru Les Fournières";"21010";"1B242 07, 1R242 07";"ALOXE-CORTON";"21010";"ALOXE-CORTON";194;"Bourgogne, Beaujolais, Savoie, Jura";"Bourgogne et Beaujolais"
"Dijon";"Vins";"Vin tranquille";"dénomination géographique complémentaire";"AOC";126;"Aloxe-Corton";250;"Aloxe-Corton premier cru Les Guérets";"21010";"1B242 08, 1R242 08";"ALOXE-CORTON";"21010";"ALOXE-CORTON";195;"Bourgogne, Beaujolais, Savoie, Jura";"Bourgogne et Beaujolais"
"Dijon";"Vins";"Vin tranquille";"dénomination géographique complémentaire";"AOC";126;"Aloxe-Corton";251;"Aloxe-Corton premier cru Les Maréchaudes";"21010";"1B242 09, 1R242 09";"ALOXE-CORTON";"21010";"LADOIX-SERRIGNY";196;"Bourgogne, Beaujolais, Savoie, Jura";"Bourgogne et Beaujolais"
"Dijon";"Vins";"Vin tranquille";"dénomination géographique complémentaire";"AOC";126;"Aloxe-Corton";252;"Aloxe-Corton premier cru Les Moutottes";"21606";"1B242 10, 1R242 10";"LADOIX-SERRIGNY";"21606";"LADOIX-SERRIGNY";197;"Bourgogne, Beaujolais, Savoie, Jura";"Bourgogne et Beaujolais"
"Dijon";"Vins";"Vin tranquille";"dénomination géographique complémentaire";"AOC";126;"Aloxe-Corton";253;"Aloxe-Corton premier cru Les Paulands";"21010";"1B242 11, 1R242 11";"ALOXE-CORTON";"21010";"ALOXE-CORTON";198;"Bourgogne, Beaujolais, Savoie, Jura";"Bourgogne et Beaujolais"
"Dijon";"Vins";"Vin tranquille";"dénomination géographique complémentaire";"AOC";126;"Aloxe-Corton";254;"Aloxe-Corton premier cru Les Petites Folières";"21606";"1B242 12, 1R242 12";"LADOIX-SERRIGNY";"21606";"LADOIX-SERRIGNY";199;"Bourgogne, Beaujolais, Savoie, Jura";"Bourgogne et Beaujolais"
"Dijon";"Vins";"Vin tranquille";"dénomination géographique complémentaire";"AOC";126;"Aloxe-Corton";255;"Aloxe-Corton premier cru Les Valozières";"21010";"1B242 13, 1R242 13";"ALOXE-CORTON";"21010";"ALOXE-CORTON";200;"Bourgogne, Beaujolais, Savoie, Jura";"Bourgogne et Beaujolais"
"Dijon";"Vins";"Vin tranquille";"dénomination géographique complémentaire";"AOC";126;"Aloxe-Corton";256;"Aloxe-Corton premier cru Les Vercots";"21010";"1B242 14, 1R242 14";"ALOXE-CORTON";"21010";"ALOXE-CORTON";201;"Bourgogne, Beaujolais, Savoie, Jura";"Bourgogne et Beaujolais"
"Colmar";"Vins";"Vin de sélection de grains nobles, Vin de vendanges tardives, Vin tranquille";"appellation";"AOC";1;"Alsace ou Vin d'Alsace";1;"Alsace";"67084";"1B001D10, 1B001D11, 1B001D12, 1B001D13, 1B001D14, 1B001D20, 1B001D21, 1B001D22, 1B001D23, 1B001D24, 1R001S, 1S001S";"DAMBACH-LA-VILLE";"67084";"DAMBACH-LA-VILLE";1;"Alsace et Est";"Alsace Lorraine"
"Colmar";"Vins";"Vin de sélection de grains nobles, Vin de vendanges tardives, Vin tranquille";"appellation";"AOC";1;"Alsace ou Vin d'Alsace";1;"Alsace";"67445";"1B001D10, 1B001D11, 1B001D12, 1B001D13, 1B001D14, 1B001D20, 1B001D21, 1B001D22, 1B001D23, 1B001D24, 1R001S, 1S001S";"SCHERWILLER";"67445";"SCHERWILLER";1;"Alsace et Est";"Alsace Lorraine"
"Colmar";"Vins";"Vin de sélection de grains nobles, Vin de vendanges tardives, Vin tranquille";"appellation";"AOC";1;"Alsace ou Vin d'Alsace";1;"Alsace";"67227";"1B001D10, 1B001D11, 1B001D12, 1B001D13, 1B001D14, 1B001D20, 1B001D21, 1B001D22, 1B001D23, 1B001D24, 1R001S, 1S001S";"ITTERSWILLER";"67227";"ITTERSWILLER";1;"Alsace et Est";"Alsace Lorraine"
"Colmar";"Vins";"Vin de sélection de grains nobles, Vin de vendanges tardives, Vin tranquille";"appellation";"AOC";1;"Alsace ou Vin d'Alsace";1;"Alsace";"67557";"1B001D10, 1B001D11, 1B001D12, 1B001D13, 1B001D14, 1B001D20, 1B001D21, 1B001D22, 1B001D23, 1B001D24, 1R001S, 1S001S";"ZELLWILLER";"67557";"ZELLWILLER";1;"Alsace et Est";"Alsace Lorraine"
"Colmar";"Vins";"Vin de sélection de grains nobles, Vin de vendanges tardives, Vin tranquille";"appellation";"AOC";1;"Alsace ou Vin d'Alsace";1;"Alsace";"67060";"1B001D10, 1B001D11, 1B001D12, 1B001D13, 1B001D14, 1B001D20, 1B001D21, 1B001D22, 1B001D23, 1B001D24, 1R001S, 1S001S";"BOURGHEIM";"67060";"BOURGHEIM";1;"Alsace et Est";"Alsace Lorraine"
"Colmar";"Vins";"Vin de sélection de grains nobles, Vin de vendanges tardives, Vin tranquille";"appellation";"AOC";1;"Alsace ou Vin d'Alsace";1;"Alsace";"67335";"1B001D10, 1B001D11, 1B001D12, 1B001D13, 1B001D14, 1B001D20, 1B001D21, 1B001D22, 1B001D23, 1B001D24, 1R001S, 1S001S";"NORDHEIM";"67335";"NORDHEIM";1;"Alsace et Est";"Alsace Lorraine"
"Colmar";"Vins";"Vin de sélection de grains nobles, Vin de vendanges tardives, Vin tranquille";"appellation";"AOC";1;"Alsace ou Vin d'Alsace";1;"Alsace";"67300";"1B001D10, 1B001D11, 1B001D12, 1B001D13, 1B001D14, 1B001D20, 1B001D21, 1B001D22, 1B001D23, 1B001D24, 1R001S, 1S001S";"MOLSHEIM";"67300";"MOLSHEIM";1;"Alsace et Est";"Alsace Lorraine"
"Colmar";"Vins";"Vin de sélection de grains nobles, Vin de vendanges tardives, Vin tranquille";"appellation";"AOC";1;"Alsace ou Vin d'Alsace";1;"Alsace";"67236";"1B001D10, 1B001D11, 1B001D12, 1B001D13, 1B001D14, 1B001D20, 1B001D21, 1B001D22, 1B001D23, 1B001D24, 1R001S, 1S001S";"KIENHEIM";"67236";"KIENHEIM";1;"Alsace et Est";"Alsace Lorraine"
"Colmar";"Vins";"Vin de sélection de grains nobles, Vin de vendanges tardives, Vin tranquille";"appellation";"AOC";1;"Alsace ou Vin d'Alsace";1;"Alsace";"67139";"1B001D10, 1B001D11, 1B001D12, 1B001D13, 1B001D14, 1B001D20, 1B001D21, 1B001D22, 1B001D23, 1B001D24, 1R001S, 1S001S";"FLEXBOURG";"67139";"FLEXBOURG";1;"Alsace et Est";"Alsace Lorraine"
"Colmar";"Vins";"Vin de sélection de grains nobles, Vin de vendanges tardives, Vin tranquille";"appellation";"AOC";1;"Alsace ou Vin d'Alsace";1;"Alsace";"67021";"1B001D10, 1B001D11, 1B001D12, 1B001D13, 1B001D14, 1B001D20, 1B001D21, 1B001D22, 1B001D23, 1B001D24, 1R001S, 1S001S";"BARR";"67021";"BARR";1;"Alsace et Est";"Alsace Lorraine"
"Colmar";"Vins";"Vin de sélection de grains nobles, Vin de vendanges tardives, Vin tranquille";"appellation";"AOC";1;"Alsace ou Vin d'Alsace";1;"Alsace";"67074";"1B001D10, 1B001D11, 1B001D12, 1B001D13, 1B001D14, 1B001D20, 1B001D21, 1B001D22, 1B001D23, 1B001D24, 1R001S, 1S001S";"CLEEBOURG";"67074";"CLEEBOURG";1;"Alsace et Est";"Alsace Lorraine"
"Colmar";"Vins";"Vin de sélection de grains nobles, Vin de vendanges tardives, Vin tranquille";"appellation";"AOC";1;"Alsace ou Vin d'Alsace";1;"Alsace";"67240";"1B001D10, 1B001D11, 1B001D12, 1B001D13, 1B001D14, 1B001D20, 1B001D21, 1B001D22, 1B001D23, 1B001D24, 1R001S, 1S001S";"KIRCHHEIM";"67240";"KIRCHHEIM";1;"Alsace et Est";"Alsace Lorraine"
"Colmar";"Vins";"Vin de sélection de grains nobles, Vin de vendanges tardives, Vin tranquille";"appellation";"AOC";1;"Alsace ou Vin d'Alsace";1;"Alsace";"67507";"1B001D10, 1B001D11, 1B001D12, 1B001D13, 1B001D14, 1B001D20, 1B001D21, 1B001D22, 1B001D23, 1B001D24, 1R001S, 1S001S";"VILLE";"67507";"VILLE";1;"Alsace et Est";"Alsace Lorraine"
"Colmar";"Vins";"Vin de sélection de grains nobles, Vin de vendanges tardives, Vin tranquille";"appellation";"AOC";1;"Alsace ou Vin d'Alsace";1;"Alsace";"67481";"1B001D10, 1B001D11, 1B001D12, 1B001D13, 1B001D14, 1B001D20, 1B001D21, 1B001D22, 1B001D23, 1B001D24, 1R001S, 1S001S";"STOTZHEIM";"67481";"STOTZHEIM";1;"Alsace et Est";"Alsace Lorraine"
"Colmar";"Vins";"Vin de sélection de grains nobles, Vin de vendanges tardives, Vin tranquille";"appellation";"AOC";1;"Alsace ou Vin d'Alsace";1;"Alsace";"67094";"1B001D10, 1B001D11, 1B001D12, 1B001D13, 1B001D14, 1B001D20, 1B001D21, 1B001D22, 1B001D23, 1B001D24, 1R001S, 1S001S";"DIEFFENTHAL";"67094";"DIEFFENTHAL";1;"Alsace et Est";"Alsace Lorraine"
"Colmar";"Vins";"Vin de sélection de grains nobles, Vin de vendanges tardives, Vin tranquille";"appellation";"AOC";1;"Alsace ou Vin d'Alsace";1;"Alsace";"67189";"1B001D10, 1B001D11, 1B001D12, 1B001D13, 1B001D14, 1B001D20, 1B001D21, 1B001D22, 1B001D23, 1B001D24, 1R001S, 1S001S";"HEILIGENSTEIN";"67189";"HEILIGENSTEIN";1;"Alsace et Est";"Alsace Lorraine"
"Colmar";"Vins";"Vin de sélection de grains nobles, Vin de vendanges tardives, Vin tranquille";"appellation";"AOC";1;"Alsace ou Vin d'Alsace";1;"Alsace";"67101";"1B001D10, 1B001D11, 1B001D12, 1B001D13, 1B001D14, 1B001D20, 1B001D21, 1B001D22, 1B001D23, 1B001D24, 1R001S, 1S001S";"DORLISHEIM";"67101";"DORLISHEIM";1;"Alsace et Est";"Alsace Lorraine"
"Colmar";"Vins";"Vin de sélection de grains nobles, Vin de vendanges tardives, Vin tranquille";"appellation";"AOC";1;"Alsace ou Vin d'Alsace";1;"Alsace";"67155";"1B001D10, 1B001D11, 1B001D12, 1B001D13, 1B001D14, 1B001D20, 1B001D21, 1B001D22, 1B001D23, 1B001D24, 1R001S, 1S001S";"GERTWILLER";"67155";"GERTWILLER";1;"Alsace et Est";"Alsace Lorraine"
"Colmar";"Vins";"Vin de sélection de grains nobles, Vin de vendanges tardives, Vin tranquille";"appellation";"AOC";1;"Alsace ou Vin d'Alsace";1;"Alsace";"67416";"1B001D10, 1B001D11, 1B001D12, 1B001D13, 1B001D14, 1B001D20, 1B001D21, 1B001D22, 1B001D23, 1B001D24, 1R001S, 1S001S";"ROTT";"67416";"ROTT";1;"Alsace et Est";"Alsace Lorraine"
"Colmar";"Vins";"Vin de sélection de grains nobles, Vin de vendanges tardives, Vin tranquille";"appellation";"AOC";1;"Alsace ou Vin d'Alsace";1;"Alsace";"67525";"1B001D10, 1B001D11, 1B001D12, 1B001D13, 1B001D14, 1B001D20, 1B001D21, 1B001D22, 1B001D23, 1B001D24, 1R001S, 1S001S";"WESTHOFFEN";"67525";"WESTHOFFEN";1;"Alsace et Est";"Alsace Lorraine"
"Colmar";"Vins";"Vin de sélection de grains nobles, Vin de vendanges tardives, Vin tranquille";"appellation";"AOC";1;"Alsace ou Vin d'Alsace";1;"Alsace";"67442";"1B001D10, 1B001D11, 1B001D12, 1B001D13, 1B001D14, 1B001D20, 1B001D21, 1B001D22, 1B001D23, 1B001D24, 1R001S, 1S001S";"SCHARRACHBERGHEIM-IRMSTETT";"67442";"SCHARRACHBERGHEIM-IRMSTETT";1;"Alsace et Est";"Alsace Lorraine"
"Colmar";"Vins";"Vin de sélection de grains nobles, Vin de vendanges tardives, Vin tranquille";"appellation";"AOC";1;"Alsace ou Vin d'Alsace";1;"Alsace";"67125";"1B001D10, 1B001D11, 1B001D12, 1B001D13, 1B001D14, 1B001D20, 1B001D21, 1B001D22, 1B001D23, 1B001D24, 1R001S, 1S001S";"EPFIG";"67125";"EPFIG";1;"Alsace et Est";"Alsace Lorraine"
"Colmar";"Vins";"Vin de sélection de grains nobles, Vin de vendanges tardives, Vin tranquille";"appellation";"AOC";1;"Alsace ou Vin d'Alsace";1;"Alsace";"67410";"1B001D10, 1B001D11, 1B001D12, 1B001D13, 1B001D14, 1B001D20, 1B001D21, 1B001D22, 1B001D23, 1B001D24, 1R001S, 1S001S";"ROSENWILLER";"67410";"ROSENWILLER";1;"Alsace et Est";"Alsace Lorraine"
"Colmar";"Vins";"Vin de sélection de grains nobles, Vin de vendanges tardives, Vin tranquille";"appellation";"AOC";1;"Alsace ou Vin d'Alsace";1;"Alsace";"67411";"1B001D10, 1B001D11, 1B001D12, 1B001D13, 1B001D14, 1B001D20, 1B001D21, 1B001D22, 1B001D23, 1B001D24, 1R001S, 1S001S";"ROSHEIM";"67411";"ROSHEIM";1;"Alsace et Est";"Alsace Lorraine"
"Colmar";"Vins";"Vin de sélection de grains nobles, Vin de vendanges tardives, Vin tranquille";"appellation";"AOC";1;"Alsace ou Vin d'Alsace";1;"Alsace";"67253";"1B001D10, 1B001D11, 1B001D12, 1B001D13, 1B001D14, 1B001D20, 1B001D21, 1B001D22, 1B001D23, 1B001D24, 1R001S, 1S001S";"KUTTOLSHEIM";"67253";"KUTTOLSHEIM";1;"Alsace et Est";"Alsace Lorraine"
"Colmar";"Vins";"Vin de sélection de grains nobles, Vin de vendanges tardives, Vin tranquille";"appellation";"AOC";1;"Alsace ou Vin d'Alsace";1;"Alsace";"67337";"1B001D10, 1B001D11, 1B001D12, 1B001D13, 1B001D14, 1B001D20, 1B001D21, 1B001D22, 1B001D23, 1B001D24, 1R001S, 1S001S";"NOTHALTEN";"67337";"NOTHALTEN";1;"Alsace et Est";"Alsace Lorraine"
"Colmar";"Vins";"Vin de sélection de grains nobles, Vin de vendanges tardives, Vin tranquille";"appellation";"AOC";1;"Alsace ou Vin d'Alsace";1;"Alsace";"67010";"1B001D10, 1B001D11, 1B001D12, 1B001D13, 1B001D14, 1B001D20, 1B001D21, 1B001D22, 1B001D23, 1B001D24, 1R001S, 1S001S";"ANDLAU";"67010";"ANDLAU";1;"Alsace et Est";"Alsace Lorraine"
"Colmar";"Vins";"Vin de sélection de grains nobles, Vin de vendanges tardives, Vin tranquille";"appellation";"AOC";1;"Alsace ou Vin d'Alsace";1;"Alsace";"67517";"1B001D10, 1B001D11, 1B001D12, 1B001D13, 1B001D14, 1B001D20, 1B001D21, 1B001D22, 1B001D23, 1B001D24, 1R001S, 1S001S";"WANGEN";"67517";"WANGEN";1;"Alsace et Est";"Alsace Lorraine"
"Colmar";"Vins";"Vin de sélection de grains nobles, Vin de vendanges tardives, Vin tranquille";"appellation";"AOC";1;"Alsace ou Vin d'Alsace";1;"Alsace";"67150";"1B001D10, 1B001D11, 1B001D12, 1B001D13, 1B001D14, 1B001D20, 1B001D21, 1B001D22, 1B001D23, 1B001D24, 1R001S, 1S001S";"FURDENHEIM";"67150";"FURDENHEIM";1;"Alsace et Est";"Alsace Lorraine"
